collection_time,amps,volts,watts
1682316744.037948,0.4035,5.338,2.153
1682316744.395883,0.4035,5.337,2.153
1682316744.691755,0.4035,5.337,2.153
1682316745.008012,0.4021,5.337,2.146
1682316745.352962,0.4021,5.337,2.146
1682316745.671796,0.4021,5.341,2.147
1682316745.97792,0.4021,5.341,2.147
1682316746.32462,1.0153,5.341,5.422
1682316746.634663,1.0153,5.341,5.422
1682316746.986659,1.0153,5.345,5.426
1682316747.295427,1.0153,5.345,5.426
1682316747.652951,1.0637,5.345,5.685
1682316747.955523,1.0637,5.345,5.685
1682316748.267508,1.0637,5.35,5.69
1682316748.594381,1.0637,5.35,5.69
1682316748.919471,1.0996,5.35,5.882
1682316749.266647,1.0996,5.35,5.882
1682316749.580434,1.0996,5.349,5.881
1682316749.88655,1.0996,5.349,5.881
1682316750.241624,0.8199,5.349,4.385
1682316750.536927,0.8199,5.349,4.385
1682316750.898188,0.8199,5.341,4.379
1682316751.179913,0.8199,5.341,4.379
1682316751.533648,0.7336,5.341,3.918
1682316751.858437,0.7336,5.341,3.918
1682316752.219516,0.7336,5.343,3.919
1682316752.673335,0.7336,5.343,3.919
1682316753.007808,0.9515,5.343,5.083
1682316753.3228,0.9515,5.343,5.083
1682316753.63428,0.9515,5.35,5.09
1682316753.972851,0.9515,5.35,5.09
1682316754.298024,0.8848,5.35,4.733
1682316754.60037,0.8848,5.35,4.733
1682316754.937826,0.8848,5.343,4.727
1682316755.251587,0.8848,5.343,4.727
1682316755.608125,0.7314,5.343,3.907
1682316755.909104,0.7314,5.343,3.907
1682316756.277756,0.7314,5.342,3.907
1682316756.575337,0.7314,5.342,3.907
1682316756.91398,0.9653,5.342,5.156
1682316757.232777,0.9653,5.342,5.156
1682316757.544002,0.9653,5.35,5.164
1682316757.871725,0.9653,5.35,5.164
1682316758.19555,1.1453,5.35,6.127
1682316758.504005,1.1453,5.35,6.127
1682316758.856429,1.1453,5.35,6.127
1682316759.156397,1.1453,5.35,6.127
1682316759.520143,0.8787,5.35,4.701
1682316759.818015,0.8787,5.35,4.701
1682316760.172739,0.8787,5.342,4.694
1682316760.472991,0.8787,5.342,4.694
1682316760.812693,0.7318,5.342,3.909
1682316761.126551,0.7318,5.342,3.909
1682316761.47417,0.7318,5.343,3.91
1682316761.770206,0.7318,5.343,3.91
1682316762.101367,1.0194,5.343,5.446
1682316762.431488,1.0194,5.343,5.446
1682316762.752679,1.0194,5.349,5.452
1682316763.073865,1.0194,5.349,5.452
1682316763.41899,1.1267,5.349,6.026
1682316763.734223,1.1267,5.349,6.026
1682316764.082625,1.1267,5.349,6.026
1682316764.377906,1.1267,5.349,6.026
1682316764.750417,0.8377,5.349,4.48
1682316765.190108,0.8377,5.349,4.48
1682316765.527932,0.8377,5.342,4.474
1682316765.849275,0.8377,5.342,4.474
1682316766.18634,1.0745,5.342,5.739
1682316766.513798,1.0745,5.342,5.739
1682316766.816349,1.0745,5.35,5.748
1682316767.17387,1.0745,5.35,5.748
1682316767.472821,1.068,5.35,5.713
1682316767.825133,1.068,5.35,5.713
1682316768.136217,1.068,5.348,5.711
1682316768.435272,1.068,5.348,5.711
1682316768.786228,0.7587,5.348,4.057
1682316769.087573,0.7587,5.348,4.057
1682316769.457463,0.7587,5.341,4.052
1682316769.753728,0.7587,5.341,4.052
1682316770.106691,0.8666,5.341,4.628
1682316770.408045,0.8666,5.341,4.628
1682316770.721872,0.8666,5.346,4.632
1682316771.07376,0.8666,5.346,4.632
1682316771.372459,1.1432,5.346,6.111
1682316771.707456,1.1432,5.346,6.111
1682316772.03124,1.1432,5.35,6.116
1682316772.336137,1.1432,5.35,6.116
1682316772.694013,1.0559,5.35,5.649
1682316773.027237,1.0559,5.35,5.649
1682316773.34769,1.0559,5.347,5.645
1682316773.647315,1.0559,5.347,5.645
1682316774.014864,0.7261,5.347,3.882
1682316774.317412,0.7261,5.347,3.882
1682316774.663636,0.7261,5.34,3.877
1682316775.111349,0.7261,5.34,3.877
1682316775.450477,0.865,5.34,4.619
1682316775.77614,0.865,5.34,4.619
1682316776.132346,0.865,5.351,4.628
1682316776.564894,0.865,5.351,4.628
1682316776.926486,0.9953,5.351,5.325
1682316777.225164,0.9953,5.351,5.325
1682316777.576328,0.9953,5.34,5.314
1682316777.877636,0.9953,5.34,5.314
1682316778.237422,0.9643,5.34,5.149
1682316778.542925,0.9643,5.34,5.149
1682316778.881101,0.9643,5.35,5.159
1682316779.201633,0.9643,5.35,5.159
1682316779.507629,1.1449,5.35,6.125
1682316779.842468,1.1449,5.35,6.125
1682316780.2023,1.1449,5.35,6.125
1682316780.629778,1.1449,5.35,6.125
1682316780.983451,0.9064,5.35,4.849
