collection_time,amps,volts,watts
1682322321.816144,0.3907,5.331,2.082
1682322322.13505,0.3904,5.331,2.081
1682322322.489578,0.3904,5.331,2.081
1682322322.786094,0.3904,5.331,2.081
1682322323.096262,0.3904,5.331,2.081
1682322323.450839,0.4619,5.331,2.462
1682322323.752089,0.4619,5.331,2.462
1682322324.113175,0.4619,5.331,2.462
1682322324.406243,0.4619,5.331,2.462
1682322324.76133,0.3909,5.331,2.083
1682322325.064628,0.3909,5.331,2.083
1682322325.42833,0.3909,5.331,2.083
1682322325.722038,0.3909,5.331,2.083
1682322326.087097,0.3906,5.331,2.082
1682322326.387114,0.3906,5.331,2.082
1682322326.697569,0.3906,5.332,2.082
1682322327.048368,0.3906,5.332,2.082
1682322327.345353,0.4578,5.332,2.44
1682322327.65361,0.4578,5.332,2.44
1682322328.069708,0.4578,5.331,2.44
1682322328.493578,0.4578,5.331,2.44
1682322328.855621,0.8534,5.331,4.549
1682322329.279599,0.8534,5.331,4.549
1682322329.629366,0.8534,5.331,4.549
1682322329.933098,0.8534,5.331,4.549
1682322330.300776,0.5349,5.331,2.851
1682322330.601663,0.5349,5.331,2.851
1682322330.956263,0.5349,5.331,2.851
1682322331.255601,0.5349,5.331,2.851
1682322331.590739,0.7642,5.331,4.073
1682322331.919303,0.7642,5.331,4.073
1682322332.268049,0.7642,5.33,4.073
1682322332.704557,0.7642,5.33,4.073
1682322333.064738,0.7363,5.33,3.924
1682322333.362198,0.7363,5.33,3.924
1682322333.720975,0.7363,5.333,3.926
1682322334.049602,0.7363,5.333,3.926
1682322334.503493,0.7306,5.333,3.896
1682322334.859635,0.7306,5.331,3.894
1682322335.1582,0.7306,5.331,3.894
1682322335.520235,0.64,5.331,3.411
1682322335.826205,0.64,5.331,3.411
1682322336.144721,0.64,5.328,3.409
1682322336.511378,0.64,5.328,3.409
1682322336.96513,0.6641,5.328,3.538
1682322337.382254,0.6641,5.331,3.54
1682322337.807519,0.6641,5.331,3.54
1682322338.110813,0.548,5.331,2.921
1682322338.41337,0.548,5.331,2.921
1682322338.772943,0.548,5.332,2.921
1682322339.068477,0.548,5.332,2.921
1682322339.433591,0.6987,5.332,3.725
1682322339.732213,0.6987,5.332,3.725
1682322340.089641,0.6987,5.33,3.724
1682322340.392655,0.6987,5.33,3.724
1682322340.746018,0.7491,5.33,3.992
1682322341.048247,0.7491,5.33,3.992
1682322341.411203,0.7491,5.331,3.993
1682322341.883497,0.7491,5.331,3.993
1682322342.18855,0.735,5.331,3.918
1682322342.492503,0.735,5.331,3.918
1682322342.848471,0.735,5.331,3.918
1682322343.151161,0.735,5.331,3.918
1682322343.507298,0.7393,5.331,3.941
1682322343.984235,0.7393,5.331,3.941
1682322344.293497,0.7393,5.333,3.942
1682322344.592462,0.7393,5.333,3.942
1682322344.951261,0.753,5.333,4.015
1682322345.252405,0.753,5.333,4.015
1682322345.606133,0.753,5.333,4.015
1682322345.901198,0.753,5.333,4.015
1682322346.239638,0.755,5.333,4.026
1682322346.5489,0.755,5.333,4.026
1682322346.9238,0.755,5.332,4.025
1682322347.25984,0.755,5.332,4.025
1682322347.712386,0.7259,5.332,3.87
1682322348.069825,0.7259,5.333,3.871
1682322348.367653,0.7259,5.333,3.871
1682322348.720001,0.7381,5.333,3.936
1682322349.025949,0.7381,5.333,3.936
1682322349.355355,0.7381,5.332,3.935
1682322349.687729,0.7381,5.332,3.935
1682322349.992621,0.7438,5.332,3.965
1682322350.351463,0.7438,5.332,3.965
1682322350.654981,0.7438,5.332,3.965
1682322350.981183,0.7438,5.332,3.965
1682322351.315251,0.7304,5.332,3.894
1682322351.611085,0.7304,5.332,3.894
1682322351.970003,0.7304,5.331,3.893
1682322352.280268,0.7304,5.331,3.893
1682322352.634944,0.7652,5.331,4.079
1682322352.934825,0.7652,5.331,4.079
1682322353.294746,0.7652,5.332,4.08
1682322353.724328,0.7652,5.332,4.08
1682322354.107604,0.7816,5.332,4.167
1682322354.532348,0.7816,5.332,4.167
1682322354.916249,0.7816,5.332,4.167
1682322355.343905,0.7816,5.332,4.167
1682322355.701273,0.734,5.332,3.913
1682322356.002692,0.734,5.332,3.913
1682322356.330152,0.734,5.332,3.913
1682322356.66244,0.734,5.332,3.913
1682322357.024746,0.7718,5.332,4.115
1682322357.49751,0.7718,5.332,4.115
1682322357.799018,0.7718,5.332,4.115
1682322358.105268,0.7718,5.332,4.115
1682322358.465168,0.743,5.332,3.961
1682322358.762757,0.743,5.332,3.961
1682322359.117548,0.743,5.33,3.96
1682322359.419998,0.743,5.33,3.96
1682322359.781309,0.7354,5.33,3.919
1682322360.258836,0.7354,5.33,3.919
1682322360.57154,0.7354,5.332,3.921
1682322360.920183,0.7354,5.332,3.921
1682322361.252527,0.7765,5.332,4.14
1682322361.703934,0.7765,5.332,4.14
1682322362.066668,0.7765,5.332,4.14
1682322362.361537,0.7765,5.332,4.14
1682322362.719818,0.7393,5.332,3.941
1682322363.193906,0.7393,5.332,3.941
1682322363.557546,0.7393,5.333,3.942
1682322363.979426,0.7393,5.333,3.942
1682322364.337386,0.7481,5.333,3.989
1682322364.640132,0.7481,5.333,3.989
1682322364.99626,0.7481,5.333,3.989
1682322365.426332,0.7481,5.333,3.989
1682322365.782515,0.7503,5.333,4.001
1682322366.082599,0.7503,5.333,4.001
1682322366.438876,0.7503,5.333,4.001
1682322366.742503,0.7503,5.333,4.001
1682322367.131268,0.7273,5.333,3.878
1682322367.551603,0.7273,5.333,3.878
1682322367.880365,0.7273,5.332,3.877
1682322368.216484,0.7273,5.332,3.877
1682322368.541467,0.7752,5.332,4.133
1682322368.83991,0.7752,5.332,4.133
1682322369.201397,0.7752,5.331,4.132
1682322369.500279,0.7752,5.331,4.132
1682322369.825176,0.7718,5.331,4.114
1682322370.160407,0.7718,5.331,4.114
1682322370.519007,0.7718,5.333,4.116
1682322370.820091,0.7718,5.333,4.116
1682322371.1763,0.7703,5.333,4.108
1682322371.601631,0.7703,5.333,4.108
1682322371.934619,0.7703,5.333,4.108
1682322372.271378,0.7703,5.333,4.108
1682322372.621541,0.7422,5.333,3.958
1682322373.101813,0.7422,5.333,3.958
1682322373.410122,0.7422,5.332,3.957
1682322373.709192,0.7422,5.332,3.957
1682322374.052514,0.7546,5.332,4.023
1682322374.369085,0.7546,5.332,4.023
1682322374.725775,0.7546,5.333,4.024
1682322375.037687,0.7546,5.333,4.024
1682322375.381867,0.7944,5.333,4.236
1682322375.661623,0.7944,5.333,4.236
1682322376.04383,0.7944,5.332,4.235
1682322376.474005,0.7944,5.332,4.235
1682322376.824333,0.7538,5.332,4.019
1682322377.158979,0.7538,5.332,4.019
1682322377.490289,0.7538,5.334,4.02
1682322377.791873,0.7538,5.334,4.02
1682322378.147992,0.7051,5.334,3.761
1682322378.443205,0.7051,5.334,3.761
1682322378.806734,0.7051,5.333,3.76
1682322379.10506,0.7051,5.333,3.76
1682322379.465289,0.7567,5.333,4.035
1682322379.891507,0.7567,5.333,4.035
1682322380.248892,0.7567,5.33,4.033
1682322380.580271,0.7567,5.33,4.033
1682322380.910089,0.7542,5.33,4.019
1682322381.206499,0.7542,5.33,4.019
1682322381.572724,0.7542,5.332,4.021
1682322381.875079,0.7542,5.332,4.021
1682322382.230488,0.7526,5.332,4.012
1682322382.654385,0.7526,5.332,4.012
1682322383.014048,0.7526,5.332,4.012
1682322383.313954,0.7526,5.332,4.012
1682322383.669426,0.7777,5.332,4.146
1682322383.975248,0.7777,5.332,4.146
